2014–15,Prem,38,26,9,3,73,32,87,1st
2015–16,Prem,38,12,14,12,59,53,50,10th
2016–17,Prem,38,30,3,5,85,33,93,1st
2017–18,Prem,38,21,7,10,62,38,70,5th
2018–19,Prem,38,21,9,8,63,39,72,3rd
2019–20,Prem,38,20,6,12,69,54,66,4th
2020–21,Prem,38,19,10,9,58,36,67,4th
2021–22,Prem,38,21,11,6,76,33,74,3rd
2022–23,Prem,38,11,11,16,38,47,44,12th
2023–24,Prem,38,18,9,11,77,63,63,6th
