2014–15,Prem,38,16,8,14,46,49,56,8th
2015–16,Prem,38,12,11,15,42,52,47,12th
2016–17,Prem,38,12,5,21,45,70,41,15th
2017–18,Prem,38,8,9,21,28,56,33,18th↓
2018–19,Champ,46,18,11,17,65,62,65,10th
2019–20,Champ,46,18,16,12,62,53,70,6th[x]
2020–21,Champ,46,23,11,12,56,39,80,4th[y]
2021–22,Champ,46,16,13,17,58,68,61,15th
2022–23,Champ,46,18,12,16,68,64,66,10th
2023–24,Champ,46,15,12,19,59,65,57,14th
