2014–15,Champ (2),4th[17],46,25,10,11,68,37,85
2015–16,Champ (2),2nd,46,26,11,9,63,31,89
2016–17,Prem (1),19th,38,5,13,20,27,53,28
2017–18,Champ (2),5th[14],46,22,10,14,67,45,76
2018–19,Champ (2),7th,46,20,13,13,49,41,73
2019–20,Champ (2),17th,46,13,14,19,48,61,53
2020–21,Champ (2),10th,46,18,10,18,55,53,64
2021–22,Champ (2),7th,46,20,10,16,59,50,70
2022–23,Champ (2),4th[14],46,22,9,15,84,56,75
2023–24,Champ (2),8th,46,20,9,17,71,62,69
