2014–15,38,10,9,19,40,63,39,15th,R3
2015–16,38,9,10,19,44,65,37,18th,R3
2016–17,Championship (Tier 2),46,29,7,10,85,40,94,1st
2017–18,Premier League,38,12,8,18,39,47,44,10th
2018–19,38,12,9,17,42,48,45,13th,R4
2019–20,38,11,11,16,38,58,44,13th,QF
2020–21,38,12,9,17,46,62,45,12th,R3
2021–22,38,13,10,15,44,62,49,11th,R3
2022–23,38,19,14,5,68,33,71,4th,R3
2023–24,38,18,6,14,85,62,60,7th,QF
