2014–15,38,19,7,12,58,53,64,5th,R4
2015–16,38,19,13,6,69,35,70,3rd,R5
2016–17,38,26,8,4,86,26,86,2nd,SF
2017–18,38,23,8,7,74,36,77,3rd,SF
2018–19,38,23,2,13,67,39,71,4th,R4
2019–20,38,16,11,11,61,47,59,6th,R5
2020–21,38,18,8,12,68,45,62,7th,R5
2021–22,38,22,5,11,69,40,71,4th,R5
2022–23,38,18,6,14,70,63,60,8th,R5
2023–24,38,20,6,12,74,61,66,5th,R4
