2014–15,Prem,1,38,24,7,7,83,38,79
2015–16,Prem,1,38,19,9,10,71,41,66
2016–17,Prem,1,38,23,9,6,80,39,78
2017–18,Prem,1,38,32,4,2,106,27,100
2018–19[n],Prem,1,38,32,2,4,95,23,98
2019–20,Prem,1,38,26,3,9,102,35,81
2020–21,Prem,1,38,27,5,6,83,32,86
2021–22,Prem,1,38,29,6,3,99,26,93
2022–23[o],Prem,1,38,28,5,5,94,33,89
2023–24[p],Prem,1,38,28,7,3,96,34,91
2024–25,Prem,1,20,10,4,6,36,27,34
