2014–15,Championship,46,10,17,19,44,54,47,20th
2015–16,Championship,46,24,17,5,72,42,89,3rd[ag]
2016–17,Championship ↑,46,28,9,9,74,40,93,2nd[ah]
2017–18,Premier League,38,9,13,16,34,54,40,15th
2018–19,Premier League,38,9,9,20,35,60,36,17th
2019–20,Premier League,38,9,14,15,39,54,41,15th
2020–21,Premier League,38,9,14,15,40,46,41,16th
2021–22,Premier League,38,12,15,11,42,44,51,9th
2022–23,Premier League,38,18,8,12,72,53,62,6th[ai]
2023–24,Premier League,38,12,12,14,55,62,48,11th
