2014–15,38,12,11,15,44,47,47,12th,R5
2015–16,38,16,14,8,65,51,62,7th,QF
2016–17,38,12,9,17,47,64,45,11th,R3
2017–18,38,10,12,16,48,68,42,13th,R4
2018–19,38,15,7,16,52,55,52,10th,R4
2019–20,38,10,9,19,41,62,39,16th,R4
2020–21,38,19,8,11,62,47,65,6th,R5
2021–22,38,16,8,14,60,51,56,7th,R5
2022–23,38,11,7,20,42,55,40,14th,R5
2023–24,38,14,10,14,60,74,52,9th,QF
