2014–15,Champ,46,16,14,16,57,61,62,11th
2015–16,Champ,46,17,17,12,56,51,68,8th
2016–17,Champ,46,16,11,18,57,61,59,12th
2017–18,Champ ↑,46,27,8,10,69,39,90,2nd
2018–19,Prem ↓,38,10,4,24,34,69,34,18th
2019–20,Champ,46,19,16,11,68,58,73,5th[ae]
2020–21,Champ,46,18,14,14,66,49,68,8th
2021–22,Champ,46,15,8,23,50,68,53,18th
2022–23,Champ,46,13,10,23,41,58,49,21st
2023–24,Champ,46,19,5,22,53,70,62,12th
