2014–15,Champ,46,22,12,12,70,56,78,7th
2015–16,46,14,16,16,53,58,58,14th,R3
2016–17,46,16,10,20,54,58,58,15th,R5
2017–18,46,30,9,7,82,39,99,1st,R3
2018–19,Prem,38,16,9,13,47,46,57,7th
2019–20,38,15,14,9,51,40,59,7th,R3
2020–21,38,12,9,17,36,52,45,13th,R5
2021–22,38,15,6,17,38,43,51,10th,R4
2022–23,38,11,8,19,31,58,41,13th,R3
2023–24,38,13,7,18,50,65,46,14th,QF
