2014–15,Champ,46,15,11,20,50,61,56,15th
2015–16,Champ,46,14,17,15,50,58,59,13th
2016–17,Champ,46,22,9,15,61,47,75,7th
2017–18,Champ,46,17,9,20,59,64,60,13th
2018–19,Champ,46,25,8,13,73,50,83,3rd[t]
2019–20,Champ,46,28,9,9,77,35,93,1st
2020–21,Prem,38,18,5,15,62,54,59,9th
2021–22,Prem,38,9,11,18,42,79,38,17th
2022–23,Prem,38,7,10,21,48,78,31,19th
2023–24,Champ,46,27,9,10,81,43,90,3rd[v]
