2014–15,Premier League,1,38,12,11,15,−2,47,11
2015–16,Premier League,1,38,11,14,13,+4,47,11
2016–17,Premier League,1,38,17,10,11,+18,61,7
2017–18,Premier League,1,38,13,10,15,−14,49,8
2018–19,Premier League,1,38,15,9,14,+8,54,8
2019–20,Premier League,1,38,13,10,15,−12,49,12
2020–21,Premier League,1,38,17,8,13,−1,59,10
2021–22,Premier League,1,38,11,6,21,−23,39,16
2022–23,Premier League,1,38,8,12,18,−23,36,17
2023–24,Premier League,1,38,13,9,16,−11,40,15
