2014–15,Premier League,38,15,9,14,48,45,54,9th
2015–16,Premier League,38,14,9,15,41,55,51,9th
2016–17,Premier League,38,11,11,16,41,56,44,13th
2017–18,Premier League ↓,38,7,12,19,35,68,33,19th
2018–19,Championship,46,11,22,13,45,52,55,16th
2019–20,Championship,46,16,8,22,62,68,56,15th
2020–21,Championship,46,15,15,16,50,52,60,14th
2021–22,Championship,46,17,11,18,57,52,62,14th
2022–23,Championship,46,14,11,21,55,54,53,16th
2023–24,Championship,46,15,11,20,49,60,56,17th
