2014–15,CChampionship ↑,46,27,8,11,91,50,89,2nd
2015–16,BPremier League,38,12,9,17,40,50,45,13th
2016–17,BPremier League,38,11,7,20,40,68,40,17th
2017–18,BPremier League,38,11,8,19,44,64,41,14th
2018–19,BPremier League,38,14,8,16,52,59,50,11th
2019–20,Premier League ↓,38,8,10,20,36,64,34,19th
2020–21,CChampionship ↑,46,27,10,9,63,30,91,2nd
2021–22,Premier League ↓,38,6,5,27,34,77,23,19th
2022–23,CChampionship,46,16,15,15,56,53,63,11th
2023–24,CChampionship,46,13,17,16,61,61,56,15th
